id,region_id,region_name,name,classification_hint,official_code,capital,status,verification_status,source_url,retrieved_at,notes
gh-district-western-wassa-amenfi-central,gh-region-western,Western,Wassa Amenfi Central,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-wassa-amenfi-east,gh-region-western,Western,Wassa Amenfi East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-wassa-amenfi-west,gh-region-western,Western,Wassa Amenfi West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-wassa-east,gh-region-western,Western,Wassa East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-aowin,gh-region-western-north,Western North,Aowin,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-bia-east,gh-region-western-north,Western North,Bia East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-bia-west,gh-region-western-north,Western North,Bia West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-bibiani-anhwiaso-bekwai,gh-region-western-north,Western North,Bibiani/Anhwiaso/Bekwai,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-bodi,gh-region-western-north,Western North,Bodi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-juaboso,gh-region-western-north,Western North,Juaboso,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-sefwi-akontombra,gh-region-western-north,Western North,Sefwi-Akontombra,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-sefwi-wiawso,gh-region-western-north,Western North,Sefwi-Wiawso,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-western-north-suaman,gh-region-western-north,Western North,Suaman,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
